udise,school_name,block,cluster,grade,student_pseudo_id,subject,pct_correct
21150608901,GOVT PS PRATAPPUR,Kishore Nagar,Handapa PS,Grade 5,5,Odia,73.3
21150613202,"GOVT.UPS,KADALIMUNDA",Kishore Nagar,Kadalimunda ups,Grade 8,25,Science,70.0
21150520202,"Govt.UPS,Rengali",Kaniha,HATIADANDA,Grade 5,37,EVS,86.7
21150508901,GOVT UPS JHULAKHUNTIA,Kaniha,Saradhapur,Grade 8,4,Odia,75.0
21150606401,GOVT UPS KHANDAHOTA,Kishore Nagar,GOVT UPS DHAURAPALI,Grade 5,14,English,66.7
21150900201,SHIKSHYAKAPADA UPS,Anugola,Amalapada ps,Grade 5,9,English,20.0
21150707901,GOVT UPS TILEIPASHI,Palalahada,GOVT PS INJIDI,Grade 5,2,EVS,73.3
21150615601,GOVT UPS BAISINA,Kishore Nagar,Handapa PS,Grade 5,6,Maths,66.7
21150817701,Joragadia Project UPS,Talachera,Kalapat pups,Grade 5,17,English,80.0
21150410303,"Govt. High School, Kosala",Chhendipada,KOSALA PS,Grade 8,95,SST,40.0
21150401204,"Govt. Upper Primary School, Rathasahi",Chhendipada,Balipatta,Grade 8,21,SST,50.0
21150303103,PBK HS,Banarpal,NUAHATA CLUSTER,Grade 8,41,Odia,60.0
21151100503,P C MODEL UPS,Talachera,Baghuabol Nups,Grade 8,7,SST,30.0
21150226501,Govt PS Nuamantir,Athamalik,NILAKANTHAPADA UPS,Grade 5,5,Odia,80.0
21150713401,GOVT UPS BALIPASI,Palalahada,Barkotia ups,Grade 8,1,SST,75.0
21150703602,"JAGANNATH GOVT. HIGH SCHOOL ,ITEE",Palalahada,Jagannath Govt HS Itee,Grade 8,15,SST,40.0
21150405901,"Govt. Upper Primary School, Tangirisahi",Chhendipada,DURGAPUR NUPS,Grade 8,4,Odia,65.0
21150520202,"Govt.UPS,Rengali",Kaniha,HATIADANDA,Grade 5,2,English,80.0
21150218101,Govt U.P.S Bandhupali,Athamalik,KANDHAPADA NUPS,Grade 8,9,Odia,85.0
21150713601,GOVT UPS BARKOTIA,Palalahada,Barkotia ups,Grade 8,5,Odia,45.0
21150112902,Kothabhuin UPS,Anugola,Tainsi Cluster,Grade 8,18,English,30.0
21150120801,Kulasinga ps,Anugola,Saradhapur,Grade 5,4,Odia,80.0
21150106401,KALEIPADA PS,Anugola,GADATARAS,Grade 5,7,English,73.3
21150117602,NANDAPUR UPS,Anugola,Purunagarh,Grade 8,55,English,70.0
21150419002,TUKUDA HIGH SCHOOL,Chhendipada,OGI UGHS,Grade 8,7,Science,80.0
21150604403,"JAGANNATH GOVT HIGH SCHOOL, BILEINALI",Kishore Nagar,JGHS BILEINALI,Grade 8,29,Maths,80.0
21150712751,GOVT AGHS ODASH,Palalahada,Govt UPS JENAPADA,Grade 8,50,SST,80.0
21150902301,GOVT. TOWN UPS,Anugola,Collegepada,Grade 8,20,Science,55.0
21150312403,"MALLIKESWAR HIGH SCHOOL,SANKERJANG",Banarpal,GOVT UPS GANDIBEDHA,Grade 8,43,Maths,40.0
21150207302,Govt U.P.S Kampala,Athamalik,KANDHAPADA NUPS,Grade 8,22,SST,85.0
21150700102,GOVT.PS ARJUNJHARI,Palalahada,Govt.UPS Munduribeda,Grade 5,5,Maths,93.3
21150412804,"Govt. Upper Primary School, Ambapal Natada",Chhendipada,Govt UPS PARANGA,Grade 5,7,EVS,46.7
21150303103,PBK HS,Banarpal,NUAHATA CLUSTER,Grade 8,31,SST,55.0
21150302101,BHOGABERINI H.s,Banarpal,BALARAMPMRASAD HS,Grade 5,8,Maths,93.3
21150111901,KHINDA UPS,Anugola,GADATARAS,Grade 8,4,Odia,70.0
21150222801,GOVT .PS NUAGARGH,Athamalik,KUTESWAR UPS,Grade 5,4,Odia,66.7
21150514501,GOVT HS KAKUDIA,Kaniha,DERANG,Grade 5,18,Odia,80.0
21151100503,P C MODEL UPS,Talachera,Baghuabol Nups,Grade 8,51,SST,30.0
21150301301,PINGUA NODAL UPS,Banarpal,BALARAMPMRASAD HS,Grade 8,23,Odia,40.0
21150222401,GOVT.UPS KUTESWAR,Athamalik,KUTESWAR UPS,Grade 5,1,Odia,60.0
21150505401,GOVT UPS SUAJHARI,Kaniha,Bajrakote Nodal UPS,Grade 8,14,Science,60.0
21150105351,"Nilakantheswar High school, Sabalbhanga",Anugola,PNHS Kumurisingha,Grade 8,45,English,70.0
21150620102,Govt UPS Oskapali,Kishore Nagar,Govt UPS Jairat,Grade 8,22,Odia,40.0
21150415602,"Govt. High School, Gadamandal",Chhendipada,KHAMAR NUPS,Grade 8,18,SST,80.0
21150507601,GOVT.UGHS BIRU,Kaniha,Govt UPS Pabitranagar,Grade 5,16,EVS,86.7
21150708801,Malyagiri Govt High School,Palalahada,HK Mahatab ups Iswaranagar,Grade 8,20,English,50.0
21150308601,GOVT UPS RANIGODA,Banarpal,GOVT UPS TURANG,Grade 5,20,EVS,46.7
21150706301,Jhimiripali PS,Palalahada,Town Girls' UPS,Grade 5,20,Odia,73.3
21150610101,GOVT UPS DOHOLI,Kishore Nagar,GOVT UPS RANIAKATA,Grade 5,6,EVS,46.7
21150616201,GOVT UPS DANGIANI,Kishore Nagar,MHS NAKCHI,Grade 8,1,Odia,65.0
21150511903,PANCHAYAT HIGH SCHOOL HANUMANPUR,Kaniha,GOVT UPS HANUMANPUR,Grade 8,10,English,95.0
21150615601,GOVT UPS BAISINA,Kishore Nagar,Handapa PS,Grade 8,17,Maths,45.0
21150228601,GOVT. UPS BATRAKHOL,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Grade 5,3,EVS,53.3
21150519301,"Govt.UPS,Olanda",Kaniha,HATIADANDA,Grade 8,3,Science,70.0
21150210401,Govt. PS Dhuliapada,Athamalik,Kiakata PS,Grade 5,3,Odia,100.0
21150414201,Binapani HS,Chhendipada,Kanaloi ups,Grade 8,22,Maths,55.0
21150621502,GOVT UPS RANIAKATA,Kishore Nagar,GOVT UPS RANIAKATA,Grade 8,51,Science,50.0
21150505002,GOVT SS PALASABAHALI,Kaniha,GOVT UPS BALIPASI,Grade 5,4,Maths,86.7
21150100152,"Panchayat High School, Angarbandha",Anugola,Jhatakipasi,Grade 8,31,Maths,50.0
21150223903,RADHAMADHAB GOVT. HS,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Grade 8,54,Odia,75.0
21150510801,GOVT PS GHANTIANALI,Kaniha,DERANG,Grade 5,3,EVS,60.0
21150510601,GOVT UPS BOL,Kaniha,DERANG,Grade 5,7,Odia,26.7
21150901901,UTTARPADA NUPS,Anugola,Amalapada ps,Grade 8,36,SST,70.0
21150207302,Govt U.P.S Kampala,Athamalik,KANDHAPADA NUPS,Grade 8,19,English,60.0
21150725902,Govt PS Sankhamur,Palalahada,"LNGHS, Sankhamur",Grade 5,19,Maths,40.0
21151100503,P C MODEL UPS,Talachera,Baghuabol Nups,Grade 5,20,Maths,93.3
21150413101,"Govt. Upper Primary School, Kaliakata",Chhendipada,Kankarei UPS,Grade 5,10,Odia,40.0
21150410304,"Govt. Primary School, Kosala",Chhendipada,KOSALA PS,Grade 5,29,Maths,80.0
21150514501,GOVT HS KAKUDIA,Kaniha,DERANG,Grade 5,4,EVS,73.3
21150303102,BONDA UPS,Banarpal,NUAHATA CLUSTER,Grade 5,11,Maths,60.0
21150521801,GOVT UPS CHANDRABIL,Kaniha,Govt High school Badatribida,Grade 5,6,Maths,86.7
21150206601,Govt P.S Belapunji,Athamalik,KANDHAPADA NUPS,Grade 5,3,EVS,46.7
21150708203,Govt. ps Kansamunda,Palalahada,HK Mahatab ups Iswaranagar,Grade 5,7,Maths,80.0
21150702001,"Govt. UPS, PADAPASHI",Palalahada,Bahadapasi,Grade 8,8,Odia,55.0
21150902201,ANUL GOVT HIGH SCHOOL,Anugola,Amalapada ps,Grade 8,18,Science,45.0
21150700302,GOVT.UPS BURUBURA,Palalahada,Govt.UPS Munduribeda,Grade 5,7,Odia,40.0
21150901901,UTTARPADA NUPS,Anugola,Amalapada ps,Grade 5,30,English,100.0
21151001101,GOVT GIRLS HS ATHMALLIK,Athamalik,MAHENDRA HIGH SCHOOL ATHAMALLIK,Grade 8,28,English,35.0
21150702001,"Govt. UPS, PADAPASHI",Palalahada,Bahadapasi,Grade 5,9,Maths,80.0
21150213001,TILESWAR PUPS,Athamalik,"SASTRIJEE UPS, KRUTIBASPUR",Grade 8,11,Maths,50.0
21150618002,GOVT HS PHULAMBA,Kishore Nagar,MHS NAKCHI,Grade 8,64,Maths,50.0
21150405601,"Govt. Upper Primary School, Mamuria",Chhendipada,Chhendipada HS,Grade 5,5,Odia,80.0
21150408601,"Govt. Upper Primary School, Badamul",Chhendipada,Jereng Dehuri Sahi UGHS,Grade 5,6,Maths,73.3
21150215351,PANCHASAKHA HS MANDARBAHAL,Athamalik,PEDI PATHAR,Grade 8,23,Odia,60.0
21150304702,Santarapur npups,Banarpal,Fulapada ups,Grade 5,24,English,33.3
21150511001,"Govt.UPS,Gandamala",Kaniha,SUSUBA,Grade 5,4,Odia,66.7
21150500603,GOVT UPS BADAGUNDURI,Kaniha,Badagunduri,Grade 8,20,English,20.0
21150111901,KHINDA UPS,Anugola,GADATARAS,Grade 8,40,SST,60.0
21150902201,ANUL GOVT HIGH SCHOOL,Anugola,Amalapada ps,Grade 8,39,Science,70.0
21150112101,MARANDA PS,Anugola,GADATARAS,Grade 5,13,Odia,80.0
21150107851,"PHS, CHHELIAPADA",Anugola,KHAMAR PS CLUSTER,Grade 8,76,English,35.0
21150401204,"Govt. Upper Primary School, Rathasahi",Chhendipada,Balipatta,Grade 5,10,English,40.0
21150705302,GOVT UPS CHASAGURUJANG,Palalahada,CHASAGURUJANG UPS,Grade 8,33,Odia,35.0
21150312403,"MALLIKESWAR HIGH SCHOOL,SANKERJANG",Banarpal,GOVT UPS GANDIBEDHA,Grade 8,25,Maths,50.0
21150211002,Govt. PS Kiakata,Athamalik,Kiakata PS,Grade 5,11,EVS,26.7
21150512101,GOVT UP SCHOOL KHAJURIA,Kaniha,GOVT UPS HANUMANPUR,Grade 5,2,Maths,73.3
21150718204,Town Model PS,Palalahada,Town Girls' UPS,Grade 5,7,Maths,93.3
21150303102,BONDA UPS,Banarpal,NUAHATA CLUSTER,Grade 8,24,Maths,35.0
21150714604,"Govt.UPS, Kunjam",Palalahada,Govt ups kunjam,Grade 5,8,English,66.7
21150414602,"Govt. Primary School, Para Nuasahi",Chhendipada,OGI UGHS,Grade 5,8,EVS,86.7
21150300203,SUDRASANPUR PS,Banarpal,JAMUNDA UPS,Grade 5,7,Maths,66.7
21150116001,GOVT UPS PURUNAGARH,Anugola,Purunagarh,Grade 8,7,Science,70.0
21150800101,BADAJORADA NUPS,Talachera,BADAJORADA NUPS,Grade 8,21,Odia,70.0
21150514501,GOVT HS KAKUDIA,Kaniha,DERANG,Grade 8,22,Science,85.0
21150712101,GOVT UPS KOCHIABEDA,Palalahada,Govt UPS JENAPADA,Grade 8,10,Maths,65.0
21150602701,DANGAPAL SS,Kishore Nagar,YJHS BAMUR,Grade 5,3,Odia,60.0
21150419002,TUKUDA HIGH SCHOOL,Chhendipada,OGI UGHS,Grade 8,11,Science,60.0
21150706302,Govt.Upper Primary School Jhimiripali,Palalahada,Town Girls' UPS,Grade 8,6,English,60.0
21150300103,BADAKERJANG UPS,Banarpal,JAMUNDA UPS,Grade 8,36,Science,95.0
21150307201,"Govt.u.p.s,Karadagadia",Banarpal,Kumanda Jarasingha Cluster,Grade 5,4,Odia,86.7
21150803501,DANARA NHS,Talachera,BADAJORADA NUPS,Grade 5,2,EVS,40.0
21150509101,GOVT UPS MAHIDHARPUR,Kaniha,Saradhapur,Grade 5,1,EVS,93.3
21150505001,GOVT AS PALASABAHALI,Kaniha,GOVT UPS BALIPASI,Grade 8,48,English,90.0
21150500603,GOVT UPS BADAGUNDURI,Kaniha,Badagunduri,Grade 8,3,Maths,70.0
21150600101,"AMBAPAL NODAL HIGH SCHOOL,AMBAPAL",Kishore Nagar,Ambapal High school,Grade 8,41,Odia,55.0
21150402401,"Govt. Primary School, Gopiballavapur",Chhendipada,korada ups,Grade 5,7,Maths,66.7
21150212901,KHADAGABAHAL TENTULIPATHAR NODAL UPS,Athamalik,"SASTRIJEE UPS, KRUTIBASPUR",Grade 8,1,English,80.0
21150414602,"Govt. Primary School, Para Nuasahi",Chhendipada,OGI UGHS,Grade 5,19,Maths,86.7
21150512701,"GOVT UP-GRADED HIGH SCHOOL, HARIHARPUR",Kaniha,DUMUDUMA,Grade 5,2,Maths,80.0
21150622902,GOVT.UPS SANJAMURA,Kishore Nagar,Govt UPS Sanjamura,Grade 5,26,Odia,60.0
21150103901,BALASINGHA NODAL HS,Anugola,PNHS Kumurisingha,Grade 5,20,EVS,40.0
21150105751,Bantala Girls HS,Anugola,BANTALA,Grade 8,23,Science,50.0
21150712001,"Govt. Nodal UPS, Khamar",Palalahada,Govt UPS JENAPADA,Grade 8,6,SST,75.0
21150400302,"Govt. High School, Bahalasahi",Chhendipada,Govt UGHS Bahalasahi,Grade 8,22,Odia,70.0
21150622902,GOVT.UPS SANJAMURA,Kishore Nagar,Govt UPS Sanjamura,Grade 8,3,Odia,45.0
21150412804,"Govt. Upper Primary School, Ambapal Natada",Chhendipada,Govt UPS PARANGA,Grade 5,18,English,73.3
21150807601,Gopalprasad NHS,Talachera,Gopalprasad NHS,Grade 8,37,SST,45.0
21150101501,BADAKANTAKUL GP HS,Anugola,Badakantakul,Grade 8,31,Maths,45.0
21150313901,"PM SHRI TALMUL HIGH SCHOOL , TALMUL",Banarpal,MAHIDHARPUR HS,Grade 8,32,Science,45.0
21150801401,Tarun Nodal UPS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Grade 5,10,EVS,66.7
21150118701,PURUNAKOTE NODAL HS,Anugola,Purunakote PS,Grade 8,23,SST,65.0
21150219002,Govt. NUPS Madhapur,Athamalik,GOVT. NUPS MADHAPUR,Grade 8,44,Maths,15.0
21150700302,GOVT.UPS BURUBURA,Palalahada,Govt.UPS Munduribeda,Grade 8,4,Science,60.0
21150119601,MUSAPAPULI UPS,Anugola,BADAKERA UPS,Grade 8,4,English,95.0
21150305801,GOVT UPS BISWANATHPUR,Banarpal,GOTAMARA,Grade 5,9,Odia,66.7
21150506501,Govt.ups Kandasara,Kaniha,GADASILA UPS Kaniha,Grade 5,9,English,66.7
21150808701,Gurujanguli Purunasahi PS,Talachera,"PNHS,PADIABHANGA",Grade 5,6,EVS,66.7
21150710601,Govt ups Gurundiamunda,Palalahada,Sahargurujanga,Grade 8,14,Science,65.0
21150203751,ARJUN HS BASUDEVPUR,Athamalik,GOVT UPS BAJAPUR,Grade 8,12,SST,65.0
21150419007,"Govt. Primary School, Tukuda Godarasahi",Chhendipada,DURGAPUR NUPS,Grade 5,6,EVS,53.3
21150615901,GOVT PS KRISHNAPUR,Kishore Nagar,Handapa PS,Grade 5,11,EVS,33.3
21150103801,TALISARA PS,Anugola,Jagannathpur,Grade 5,7,English,73.3
21150300902,BALARAMPRASAD H S,Banarpal,BALARAMPMRASAD HS,Grade 5,13,EVS,80.0
21150816504,Nuantailasahi PPS,Talachera,Gopalprasad NHS,Grade 5,4,Odia,86.7
21150412804,"Govt. Upper Primary School, Ambapal Natada",Chhendipada,Govt UPS PARANGA,Grade 8,69,Maths,80.0
21150505001,GOVT AS PALASABAHALI,Kaniha,GOVT UPS BALIPASI,Grade 8,48,SST,65.0
21150413101,"Govt. Upper Primary School, Kaliakata",Chhendipada,Kankarei UPS,Grade 5,20,EVS,46.7
21150305803,GOVT NHS GOTAMARA,Banarpal,GOTAMARA,Grade 5,38,EVS,40.0
21150902301,GOVT. TOWN UPS,Anugola,Collegepada,Grade 8,13,Science,40.0
21150219002,Govt. NUPS Madhapur,Athamalik,GOVT. NUPS MADHAPUR,Grade 8,40,Science,55.0
21150720702,GOVT UPS DUIPANI,Palalahada,Saida,Grade 8,1,Science,50.0
21150202002,Chintamanipur ps,Athamalik,Ambasarmunda,Grade 5,5,English,20.0
21150226702,Govt UPS Purunamantir,Athamalik,NILAKANTHAPADA UPS,Grade 5,7,Odia,80.0
21150221401,GOVT.UPS DAKSHESWAR,Athamalik,KUTESWAR UPS,Grade 8,6,Science,95.0
21150223903,RADHAMADHAB GOVT. HS,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Grade 8,1,English,85.0
21150620102,Govt UPS Oskapali,Kishore Nagar,Govt UPS Jairat,Grade 8,18,Maths,55.0
21150500603,GOVT UPS BADAGUNDURI,Kaniha,Badagunduri,Grade 8,29,SST,70.0
21150109401,BADAKANJANI UP SCHOOL,Anugola,BEDASASAN,Grade 5,4,EVS,93.3
21150724301,GOVT UPS SAIDA,Palalahada,Saida,Grade 5,4,Odia,86.7
21150103901,BALASINGHA NODAL HS,Anugola,PNHS Kumurisingha,Grade 8,39,Odia,15.0
21150104701,Pandapur P.S,Anugola,PNHS Kumurisingha,Grade 5,5,Maths,86.7
21150618002,GOVT HS PHULAMBA,Kishore Nagar,MHS NAKCHI,Grade 8,14,Maths,80.0
21150221401,GOVT.UPS DAKSHESWAR,Athamalik,KUTESWAR UPS,Grade 5,20,Maths,93.3
21150708401,"H.K.Mahatab Govt.UPS,Iswarnagar",Palalahada,HK Mahatab ups Iswaranagar,Grade 8,6,English,95.0
21150612706,GOVT. P.S BADAROHILA,Kishore Nagar,Kadalimunda ups,Grade 5,3,Maths,53.3
21150101301,Tabada ps,Anugola,Antulia,Grade 5,5,English,73.3
21150226801,Govt. UPS. Rajing,Athamalik,ODASINGA UPS,Grade 8,10,English,65.0
21150122501,KALAPAT HS,Anugola,GADATARAS,Grade 5,16,EVS,53.3
21150106801,Basala project u p sahu,Anugola,BEDASASAN,Grade 5,7,Odia,100.0
21150707103,GOVT UPS INJIDI,Palalahada,GOVT PS INJIDI,Grade 8,29,English,35.0
21150312901,Brajmohan HS,Banarpal,Brajamohan nups,Grade 8,15,Science,40.0
21150606501,GOVT HS KISHORE NAGAR,Kishore Nagar,GOVT UPS DHAURAPALI,Grade 5,3,Maths,93.3
21150722202,GOVT UPS RAJDANG,Palalahada,Govt ups kunjam,Grade 5,5,EVS,73.3
21150418201,"Govt. Upper Primary School, Sarapal",Chhendipada,MACHHAKUTA UPS,Grade 5,5,Maths,80.0
21150303702,BUDHAPANK HIGH SCHOOL,Banarpal,GOTAMARA,Grade 8,10,Maths,40.0
21151101303,Jubaraj HS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Grade 8,18,SST,50.0
21150402802,"Govt. Upper Primary School, Khamar",Chhendipada,KHAMAR NUPS,Grade 5,34,English,33.3
21150207901,Govt U.P.S Baradakata,Athamalik,KANDHAPADA NUPS,Grade 5,5,Maths,86.7
21150405702,"Gram Panchayat HS, Durgapur",Chhendipada,DURGAPUR NUPS,Grade 8,21,Maths,60.0
21150818802,SANTHAPADA NUPS,Talachera,Sri Jagannath NHS,Grade 8,1,Maths,80.0
21150225203,GOVT.UPS PEDIPATHAR,Athamalik,PEDI PATHAR,Grade 8,28,Science,65.0
21150303101,BANARPAL SS,Banarpal,NUAHATA CLUSTER,Grade 5,24,English,73.3
21150119801,PANCHAMAHALA PROJECT UPS,Anugola,BADAKERA UPS,Grade 8,3,Maths,55.0
21150621701,GOVT.UPS BANKAPALASA,Kishore Nagar,Govt UPS Sanjamura,Grade 5,5,English,93.3
21150713401,GOVT UPS BALIPASI,Palalahada,Barkotia ups,Grade 8,29,Science,80.0
21150200401,GOVT.PS BAGHUAKATA,Athamalik,KUTESWAR UPS,Grade 5,2,English,33.3
21150612202,GOVT UPS jharabereni,Kishore Nagar,Ambapal High school,Grade 5,2,English,73.3
21150221401,GOVT.UPS DAKSHESWAR,Athamalik,KUTESWAR UPS,Grade 8,25,Odia,55.0
21150623601,Govt. UPS Parasumal,Kishore Nagar,PABITRAMOHAN GOVT UPS URUKULA,Grade 8,23,Maths,90.0
21150614702,"GOVT UPS, ICHHAPUR",Kishore Nagar,"Govt PS, Kanteikulia",Grade 8,19,Science,90.0
21150113501,Badabahal primary school,Anugola,PNHS Kumurisingha,Grade 5,12,Maths,66.7
21150517601,GOVT PS KUSUMPAL,Kaniha,GOVT UPS ARKIL,Grade 5,8,EVS,26.7
21150606852,"SWAPNESWAR JEW UCHA BIDYAPITHA,Badahulla",Kishore Nagar,KISHOREGANJ,Grade 8,21,SST,70.0
21150300102,BADAKERJANG PS,Banarpal,JAMUNDA UPS,Grade 5,14,EVS,73.3
21150103801,TALISARA PS,Anugola,Jagannathpur,Grade 5,1,Maths,100.0
21150203751,ARJUN HS BASUDEVPUR,Athamalik,GOVT UPS BAJAPUR,Grade 8,16,Odia,70.0
21150105203,KUMBHAKARNASAHI UPS,Anugola,KHAMAR PS CLUSTER,Grade 5,3,English,6.7
21150901701,PTC NODAL HIGH SCHOOL,Anugola,Amalapada ps,Grade 5,32,English,80.0
21150723251,"MKUB, ROHIL(HS)",Palalahada,Chungamatia,Grade 8,44,English,35.0
21150300906,GOVT PS LAXMANPUR,Banarpal,GOVT UPS TURANG,Grade 5,2,Maths,60.0
21150301301,PINGUA NODAL UPS,Banarpal,BALARAMPMRASAD HS,Grade 8,19,Maths,15.0
21150305204,PIDHASAHI NUPS,Banarpal,Garhsantri Gov't UPS,Grade 8,20,Science,30.0
21150314701,Derjang PUPS,Banarpal,Fakir Charan UP School Tubey Cluster,Grade 8,3,English,65.0
21150522601,PANCHAYAT H.S SANATRIBIDA,Kaniha,Govt High school Badatribida,Grade 8,18,SST,45.0
21150221401,GOVT.UPS DAKSHESWAR,Athamalik,KUTESWAR UPS,Grade 8,15,English,90.0
21150726702,GOVT UGHS SEEGARH,Palalahada,GOVT.UGHS SEEGARH,Grade 8,13,Odia,90.0
21150309801,SERENABEDA P.U.P.S.,Banarpal,MAHIDHARPUR HS,Grade 8,16,Odia,70.0
21150413901,"Govt. Upper Primary School, Dangapal",Chhendipada,Kanaloi ups,Grade 5,5,Maths,66.7
21150806401,Baghamarasahi PS,Talachera,Ghantapada NHS,Grade 5,6,English,20.0
21150101501,BADAKANTAKUL GP HS,Anugola,Badakantakul,Grade 8,23,Odia,70.0
21150410303,"Govt. High School, Kosala",Chhendipada,KOSALA PS,Grade 8,11,Science,55.0
21150402002,"Govt. High School, Barapada",Chhendipada,korada ups,Grade 8,14,Maths,75.0
21150711001,Govt ups Mankadchua,Palalahada,Sahargurujanga,Grade 5,3,Maths,60.0
21150808303,Gurujang Nuasahi PUPS,Talachera,Brajanathpur UPS,Grade 5,20,EVS,40.0
21150417301,Raijharan HS,Chhendipada,Kankarei UPS,Grade 8,48,Maths,45.0
21150726601,NAIKANIPALI A.S,Palalahada,GOVT.UGHS SEEGARH,Grade 5,17,English,73.3
21150522001,GOVT PS DHUBAPAL,Kaniha,Govt High school Badatribida,Grade 5,5,English,93.3
21150709602,GOVT UPS JHARBEDA,Palalahada,GOVT UPS JHARBEDA,Grade 8,3,Odia,45.0
21150417602,"Govt. Upper Primary School, Baramancha",Chhendipada,Patakumunda NHS,Grade 5,6,Maths,100.0
21150407401,"Govt. High School, Kampasala",Chhendipada,Govt UGHS Bahalasahi,Grade 5,9,English,26.7
21150718205,Govt primary school udayapur colony ps,Palalahada,Town Girls' UPS,Grade 5,2,Maths,93.3
21150106801,Basala project u p sahu,Anugola,BEDASASAN,Grade 5,21,Odia,100.0
21150410303,"Govt. High School, Kosala",Chhendipada,KOSALA PS,Grade 8,38,Odia,75.0
21150709602,GOVT UPS JHARBEDA,Palalahada,GOVT UPS JHARBEDA,Grade 8,26,Odia,45.0
21150105751,Bantala Girls HS,Anugola,BANTALA,Grade 8,44,SST,60.0
21150717401,NAMAGAON SEVASHRAMA,Palalahada,KANTALA,Grade 5,3,Maths,100.0
21150712001,"Govt. Nodal UPS, Khamar",Palalahada,Govt UPS JENAPADA,Grade 5,3,Odia,100.0
21150722201,RAJDANG HIGH SCHOOL,Palalahada,Govt ups kunjam,Grade 8,16,English,60.0
21150901901,UTTARPADA NUPS,Anugola,Amalapada ps,Grade 8,31,Maths,100.0
21150503001,GOVT UPS KHALPAL,Kaniha,Bajrakote Nodal UPS,Grade 5,2,Maths,93.3
21150308501,ALEKHAPATANA UPS,Banarpal,Sakosingha UPS,Grade 5,17,Maths,60.0
21150501001,GOVT PS LUHAMARA,Kaniha,Badagunduri,Grade 5,7,Odia,73.3
21150122001,GOVT. UPS DHAURAGOTH,Anugola,Antulia,Grade 8,5,SST,70.0
21150518901,"Govt.UPS,Khindo",Kaniha,HATIADANDA,Grade 5,2,Odia,100.0
21150519502,GOVT.UPS GAHAM,Kaniha,Govt UPS Pabitranagar,Grade 8,1,English,100.0
21150400101,"Govt. High School, Bagdia",Chhendipada,MACHHAKUTA UPS,Grade 8,47,SST,50.0
21150308101,TENTOLOI ASHRAM SCHOOL,Banarpal,HARIHAR GOVT. HS KUKUDANG,Grade 8,10,SST,5.0
21150514501,GOVT HS KAKUDIA,Kaniha,DERANG,Grade 8,28,Odia,80.0
21150808303,Gurujang Nuasahi PUPS,Talachera,Brajanathpur UPS,Grade 5,17,English,93.3
21151101401,Deulbera colliery Model Nodal HS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Grade 8,28,English,15.0
21150416903,"Govt. Primary School, Tebudu Jungle",Chhendipada,Patakumunda NHS,Grade 5,2,English,46.7
21150306403,KUMBHARSAHI UPS,Banarpal,KANDASAR,Grade 8,22,SST,15.0
21150402802,"Govt. Upper Primary School, Khamar",Chhendipada,KHAMAR NUPS,Grade 8,84,Science,15.0
21150414301,"Govt. Primary School, Nuagaon Telisahi",Chhendipada,Kanaloi ups,Grade 5,7,Maths,100.0
21150713601,GOVT UPS BARKOTIA,Palalahada,Barkotia ups,Grade 5,5,EVS,53.3
21150614702,"GOVT UPS, ICHHAPUR",Kishore Nagar,"Govt PS, Kanteikulia",Grade 8,1,Science,90.0
21150118101,Patanasahi PS,Anugola,Pokatunga,Grade 5,24,Maths,46.7
21150307005,Kanjara Maharsahi PUPS,Banarpal,Brajamohan nups,Grade 8,11,Maths,30.0
21150806701,Gobara NHS,Talachera,Gobara NHS,Grade 8,26,SST,65.0
21150409101,"Govt. Primary School, Katada",Chhendipada,Jereng Dehuri Sahi UGHS,Grade 5,13,Maths,46.7
21150712751,GOVT AGHS ODASH,Palalahada,Govt UPS JENAPADA,Grade 8,29,SST,50.0
21150902301,GOVT. TOWN UPS,Anugola,Collegepada,Grade 8,9,English,55.0
21150602201,"Govt. Upper Primary School, Turuda",Kishore Nagar,Govt ups Angapada Turuda,Grade 8,27,English,70.0
21150413401,"Govt. High School, Nisha",Chhendipada,Kankarei UPS,Grade 5,7,English,33.3
21151000301,HARIDANALI PS,Athamalik,MAHENDRA HIGH SCHOOL ATHAMALLIK,Grade 5,6,English,66.7
21150702401,"GOVT UPS HATIGHINCHA, BALIPASI",Palalahada,GOVT.UGHS SEEGARH,Grade 5,3,Odia,73.3
21150219301,Govt. UPS Saradhapur,Athamalik,GOVT. NUPS MADHAPUR,Grade 5,1,EVS,60.0
21150509601,KANAKESWARI GOVT HS SARADHAPUR,Kaniha,Saradhapur,Grade 8,18,SST,85.0
21150615501,GOVT UPS AMBAMUNDA,Kishore Nagar,Handapa PS,Grade 5,3,Odia,93.3
21150705501,GOVT UPS SUSAB,Palalahada,CHASAGURUJANG UPS,Grade 8,7,Odia,70.0
21150808601,Chainpal PS,Talachera,"PNHS,PADIABHANGA",Grade 5,6,Maths,26.7
21150713401,GOVT UPS BALIPASI,Palalahada,Barkotia ups,Grade 5,6,EVS,40.0
