block,grade,subject,lo_code,lo_description,pct_correct
Talachera,Grade 8,SST,SST 708,"Discuss the factors affecting biodiversity in flora and fauna (such as climate change, soil erosion, etc.).",85
Talachera,Grade 8,SST,SST 712,Examine the factors affecting the development of regions in the northeastern states.,55
Talachera,Grade 8,SST,SST 715,Discuss the livelihood and living conditions of populations residing in geographical areas like tribal communities and rural settlements.,64
Talachera,Grade 8,SST,SST 717,"Examine the governance systems established by various empires such as the Mughals, Marathas, and others.",46
Talachera,Grade 8,SST,SST 718,Compare the policies of different rulers.,65
Talachera,Grade 8,SST,SST 720,Analyze the causes of the emergence of new religious ideas and movements (like Bhakti and Sufi).,47
Talachera,Grade 8,SST,SST 722,Discuss the significance of equality in a democracy.,62
Talachera,Grade 8,SST,SST 802,"Explain about the main crops, different types of farming, and various agricultural activities in their region.",36
Talachera,Grade 8,SST,SST 810,Show how the Modern age is different from the Middle ages and Ancient ages.,56
Talachera,Grade 8,SST,SST 816,"Analyze the reasons for the decline of existing city centres, handicraft factories, and some of India’s new city centres and industries that were created during the colonial period.",43
Talachera,Grade 8,SST,SST 825,Explain the election process of the Lok Sabha.,60
Talachera,Grade 8,SST,SST 829,Analyze the causes and consequences of specific group formation by socially disadvantaged/neglected groups in the region.,55
Talachera,Grade 8,SST,SST 832,Explain the working of the Indian judicial system by giving examples of some important cases.,44
Talachera,Grade 8,SST,SST 833,Explain the role of government in regulating economic activities.,51
Talachera,Grade 8,Science,SCI 703,"This section involves the classification of materials and organisms based on their qualities. For example, it includes animal and plant tissues, physical and chemical changes.",45
Talachera,Grade 8,Science,SCI 705,"This involves relating processes and events to their causes. Examples include the relationship between wind speed and air pressure, various soil types and crop production, and the impact of groundwater depletion on human activities.",38
Talachera,Grade 8,Science,SCI 707,"This section deals with the application of chemical reactions. Examples include acid-base reactions, rusting, and identification methods.",53
Talachera,Grade 8,Science,SCI 709,"This involves creating and interpreting diagrams, such as anatomical diagrams of humans and plants, as well as preparation for experiments.",32
Talachera,Grade 8,Science,SCI 712,Discussing the story of scientific discoveries and selecting important ones.,33
Talachera,Grade 8,Science,SCI 713,"Understanding concepts related to environmental science, such as countering acidity in soil, conducting soil tests, and finding ways to prevent soil erosion.",64
Talachera,Grade 8,Science,SCI 714,"Efforts will be made towards environmental protection, such as maintaining cleanliness in general places, reducing pollution-causing substances, and tree plantation to prevent soil erosion.",68
Talachera,Grade 8,Science,SCI 716,"Discussions will cover sustainability, resource conservation, cooperation, and overcoming fear and superstition.",38
Talachera,Grade 8,Science,SCI 801,"Show the difference between material and living things (such as natural and man-made fibres, contact and non-contact forces, liquids as poor and good conductors of electricity, animal cells and plant cells, animal and non-edd producing organisms), etc, based on their properties, structure characteristics and functionality.",56
Talachera,Grade 8,Science,SCI 802,"Materials and living things will be classified based on their properties, for example - metals and non-metals, kharif and rabi crops, beneficial and harmful microorganisms, sexual and asexual reproduction, cosmic objects and non-renewable natural resources.",58
Talachera,Grade 8,Science,SCI 805," Explain processes and phenomena - reproduction of humans and animals, creation and transmission of sound, chemical effects of electric current, formation of multiple images, formation of flames, etc.",52
Talachera,Grade 8,Science,SCI 807,Measure the angle of incidence and angle of reflection,35
Talachera,Grade 8,Science,SCI 811,"Apply the learning of scientific concepts to daily life, eg., - purifying water, separating biodegradable and non-biodegradable materials, increasing crop productivity, using appropriate metals and alloys for different purposes, increasing/ decreasing friction, and overcoming misconceptions and misconceptions related to puberty.",57
