udise,school_name,block,cluster,setting,grade,subject,score_out_of_10
21150721701,GOVT UPS BADABALIPASI,Palalahada,Govt ups kunjam,Rural,Grade 5,EVS,6
21150721701,GOVT UPS BADABALIPASI,Palalahada,Govt ups kunjam,Rural,Grade 5,English,8
21150721701,GOVT UPS BADABALIPASI,Palalahada,Govt ups kunjam,Rural,Grade 5,Maths,8
21150721701,GOVT UPS BADABALIPASI,Palalahada,Govt ups kunjam,Rural,Grade 5,Odia,7
21150721801,GOVT PS BADAGUND,Palalahada,Govt ups kunjam,Rural,Grade 5,EVS,4
21150721801,GOVT PS BADAGUND,Palalahada,Govt ups kunjam,Rural,Grade 5,English,5
21150721801,GOVT PS BADAGUND,Palalahada,Govt ups kunjam,Rural,Grade 5,Maths,2
21150721801,GOVT PS BADAGUND,Palalahada,Govt ups kunjam,Rural,Grade 5,Odia,7
21150722101,GOVT PS PAUNSIA,Palalahada,Govt ups kunjam,Rural,Grade 5,EVS,7
21150722101,GOVT PS PAUNSIA,Palalahada,Govt ups kunjam,Rural,Grade 5,English,6
21150722101,GOVT PS PAUNSIA,Palalahada,Govt ups kunjam,Rural,Grade 5,Maths,8
21150722101,GOVT PS PAUNSIA,Palalahada,Govt ups kunjam,Rural,Grade 5,Odia,8
21150722201,RAJDANG HIGH SCHOOL,Palalahada,Govt ups kunjam,Rural,Grade 8,English,9
21150722201,RAJDANG HIGH SCHOOL,Palalahada,Govt ups kunjam,Rural,Grade 8,Maths,8
21150722201,RAJDANG HIGH SCHOOL,Palalahada,Govt ups kunjam,Rural,Grade 8,Odia,6
21150722201,RAJDANG HIGH SCHOOL,Palalahada,Govt ups kunjam,Rural,Grade 8,SST,3
21150722201,RAJDANG HIGH SCHOOL,Palalahada,Govt ups kunjam,Rural,Grade 8,Science,3
21150722202,GOVT UPS RAJDANG,Palalahada,Govt ups kunjam,Rural,Grade 5,EVS,5
21150722202,GOVT UPS RAJDANG,Palalahada,Govt ups kunjam,Rural,Grade 5,English,7
21150722202,GOVT UPS RAJDANG,Palalahada,Govt ups kunjam,Rural,Grade 5,Maths,7
21150722202,GOVT UPS RAJDANG,Palalahada,Govt ups kunjam,Rural,Grade 5,Odia,8
21150722401,"Govt. ups, benipathar",Palalahada,Chungamatia,Rural,Grade 5,EVS,8
21150722401,"Govt. ups, benipathar",Palalahada,Chungamatia,Rural,Grade 5,English,8
21150722401,"Govt. ups, benipathar",Palalahada,Chungamatia,Rural,Grade 5,Maths,7
21150722401,"Govt. ups, benipathar",Palalahada,Chungamatia,Rural,Grade 5,Odia,7
21150722501,"Govt. ps, bhojpur",Palalahada,Chungamatia,Rural,Grade 5,EVS,8
21150722501,"Govt. ps, bhojpur",Palalahada,Chungamatia,Rural,Grade 5,English,10
21150722501,"Govt. ps, bhojpur",Palalahada,Chungamatia,Rural,Grade 5,Maths,9
21150722501,"Govt. ps, bhojpur",Palalahada,Chungamatia,Rural,Grade 5,Odia,10
21150722601,"Govt. ps, bijagotha",Palalahada,Chungamatia,Rural,Grade 5,EVS,10
21150722601,"Govt. ps, bijagotha",Palalahada,Chungamatia,Rural,Grade 5,English,3
21150722601,"Govt. ps, bijagotha",Palalahada,Chungamatia,Rural,Grade 5,Maths,8
21150722601,"Govt. ps, bijagotha",Palalahada,Chungamatia,Rural,Grade 5,Odia,9
21150722701,"Govt. ups, hansala",Palalahada,Chungamatia,Rural,Grade 5,EVS,8
21150722701,"Govt. ups, hansala",Palalahada,Chungamatia,Rural,Grade 5,English,9
21150722701,"Govt. ups, hansala",Palalahada,Chungamatia,Rural,Grade 5,Maths,5
21150722701,"Govt. ups, hansala",Palalahada,Chungamatia,Rural,Grade 5,Odia,9
21150722902,"Govt. ps, suabasa",Palalahada,Chungamatia,Rural,Grade 5,EVS,8
21150722902,"Govt. ps, suabasa",Palalahada,Chungamatia,Rural,Grade 5,English,9
21150722902,"Govt. ps, suabasa",Palalahada,Chungamatia,Rural,Grade 5,Maths,8
21150722902,"Govt. ps, suabasa",Palalahada,Chungamatia,Rural,Grade 5,Odia,8
21150723001,"Govt. ups, magarmuhan",Palalahada,Chungamatia,Rural,Grade 5,EVS,4
21150723001,"Govt. ups, magarmuhan",Palalahada,Chungamatia,Rural,Grade 5,English,7
21150723001,"Govt. ups, magarmuhan",Palalahada,Chungamatia,Rural,Grade 5,Maths,6
21150723001,"Govt. ups, magarmuhan",Palalahada,Chungamatia,Rural,Grade 5,Odia,9
21150723001,"Govt. ups, magarmuhan",Palalahada,Chungamatia,Rural,Grade 8,English,3
21150723001,"Govt. ups, magarmuhan",Palalahada,Chungamatia,Rural,Grade 8,Maths,7
21150723001,"Govt. ups, magarmuhan",Palalahada,Chungamatia,Rural,Grade 8,Odia,5
21150723001,"Govt. ups, magarmuhan",Palalahada,Chungamatia,Rural,Grade 8,SST,4
21150723001,"Govt. ups, magarmuhan",Palalahada,Chungamatia,Rural,Grade 8,Science,6
21150723101,"Govt. ups, rangiapal",Palalahada,Chungamatia,Rural,Grade 5,EVS,6
21150723101,"Govt. ups, rangiapal",Palalahada,Chungamatia,Rural,Grade 5,English,5
21150723101,"Govt. ups, rangiapal",Palalahada,Chungamatia,Rural,Grade 5,Maths,7
21150723101,"Govt. ups, rangiapal",Palalahada,Chungamatia,Rural,Grade 5,Odia,9
21150723101,"Govt. ups, rangiapal",Palalahada,Chungamatia,Rural,Grade 8,English,6
21150723101,"Govt. ups, rangiapal",Palalahada,Chungamatia,Rural,Grade 8,Maths,8
21150723101,"Govt. ups, rangiapal",Palalahada,Chungamatia,Rural,Grade 8,Odia,7
21150723101,"Govt. ups, rangiapal",Palalahada,Chungamatia,Rural,Grade 8,SST,7
21150723101,"Govt. ups, rangiapal",Palalahada,Chungamatia,Rural,Grade 8,Science,8
21150723201,Govt. ups. chungamatia,Palalahada,Chungamatia,Rural,Grade 5,EVS,7
21150723201,Govt. ups. chungamatia,Palalahada,Chungamatia,Rural,Grade 5,English,9
21150723201,Govt. ups. chungamatia,Palalahada,Chungamatia,Rural,Grade 5,Maths,9
21150723201,Govt. ups. chungamatia,Palalahada,Chungamatia,Rural,Grade 5,Odia,8
21150723251,"MKUB, ROHIL(HS)",Palalahada,Chungamatia,Rural,Grade 8,English,4
21150723251,"MKUB, ROHIL(HS)",Palalahada,Chungamatia,Rural,Grade 8,Maths,6
21150723251,"MKUB, ROHIL(HS)",Palalahada,Chungamatia,Rural,Grade 8,Odia,5
21150723251,"MKUB, ROHIL(HS)",Palalahada,Chungamatia,Rural,Grade 8,SST,5
21150723251,"MKUB, ROHIL(HS)",Palalahada,Chungamatia,Rural,Grade 8,Science,4
21150723401,"Govt. ups, tandiberni",Palalahada,Chungamatia,Rural,Grade 5,EVS,6
21150723401,"Govt. ups, tandiberni",Palalahada,Chungamatia,Rural,Grade 5,English,7
21150723401,"Govt. ups, tandiberni",Palalahada,Chungamatia,Rural,Grade 5,Maths,5
21150723401,"Govt. ups, tandiberni",Palalahada,Chungamatia,Rural,Grade 5,Odia,7
21150723501,GOVT PS ATANAKA,Palalahada,Saida,Rural,Grade 5,EVS,8
21150723501,GOVT PS ATANAKA,Palalahada,Saida,Rural,Grade 5,English,9
21150723501,GOVT PS ATANAKA,Palalahada,Saida,Rural,Grade 5,Maths,9
21150723501,GOVT PS ATANAKA,Palalahada,Saida,Rural,Grade 5,Odia,8
21150723601,NABAJYOTI PANCHAYAT HS DALO,Palalahada,KANTALA,Rural,Grade 8,English,4
21150723601,NABAJYOTI PANCHAYAT HS DALO,Palalahada,KANTALA,Rural,Grade 8,Maths,7
21150723601,NABAJYOTI PANCHAYAT HS DALO,Palalahada,KANTALA,Rural,Grade 8,Odia,5
21150723601,NABAJYOTI PANCHAYAT HS DALO,Palalahada,KANTALA,Rural,Grade 8,SST,8
21150723601,NABAJYOTI PANCHAYAT HS DALO,Palalahada,KANTALA,Rural,Grade 8,Science,5
21150723602,GOVT PECHAMUNDI NODAL UPS DALO,Palalahada,KANTALA,Rural,Grade 5,EVS,6
21150723602,GOVT PECHAMUNDI NODAL UPS DALO,Palalahada,KANTALA,Rural,Grade 5,English,7
21150723602,GOVT PECHAMUNDI NODAL UPS DALO,Palalahada,KANTALA,Rural,Grade 5,Maths,9
21150723602,GOVT PECHAMUNDI NODAL UPS DALO,Palalahada,KANTALA,Rural,Grade 5,Odia,8
21150723701,GOVT PS JAMUDIHI,Palalahada,Saida,Rural,Grade 5,EVS,8
21150723701,GOVT PS JAMUDIHI,Palalahada,Saida,Rural,Grade 5,English,7
21150723701,GOVT PS JAMUDIHI,Palalahada,Saida,Rural,Grade 5,Maths,7
21150723701,GOVT PS JAMUDIHI,Palalahada,Saida,Rural,Grade 5,Odia,8
21150723801,GOVT UPS JOLANDA,Palalahada,Saida,Rural,Grade 5,EVS,8
21150723801,GOVT UPS JOLANDA,Palalahada,Saida,Rural,Grade 5,English,7
21150723801,GOVT UPS JOLANDA,Palalahada,Saida,Rural,Grade 5,Maths,9
21150723801,GOVT UPS JOLANDA,Palalahada,Saida,Rural,Grade 5,Odia,9
21150724001,GOVT UPS KANTALA,Palalahada,KANTALA,Rural,Grade 5,EVS,7
21150724001,GOVT UPS KANTALA,Palalahada,KANTALA,Rural,Grade 5,English,5
21150724001,GOVT UPS KANTALA,Palalahada,KANTALA,Rural,Grade 5,Maths,5
21150724001,GOVT UPS KANTALA,Palalahada,KANTALA,Rural,Grade 5,Odia,7
21150724301,GOVT UPS SAIDA,Palalahada,Saida,Rural,Grade 5,EVS,8
21150724301,GOVT UPS SAIDA,Palalahada,Saida,Rural,Grade 5,English,4
21150724301,GOVT UPS SAIDA,Palalahada,Saida,Rural,Grade 5,Maths,7
21150724301,GOVT UPS SAIDA,Palalahada,Saida,Rural,Grade 5,Odia,9
21150724501,Govt PS Baidehipur,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,EVS,7
21150724501,Govt PS Baidehipur,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,English,6
21150724501,Govt PS Baidehipur,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,Maths,6
21150724501,Govt PS Baidehipur,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,Odia,6
21150724701,Govt UPS Besalia,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,EVS,7
21150724701,Govt UPS Besalia,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,English,8
21150724701,Govt UPS Besalia,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,Maths,8
21150724701,Govt UPS Besalia,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,Odia,8
21150724901,Govt UPS Garadamunda,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,EVS,8
21150724901,Govt UPS Garadamunda,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,English,7
21150724901,Govt UPS Garadamunda,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,Maths,8
21150724901,Govt UPS Garadamunda,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,Odia,8
21150725101,Govt UPS Jharkilinda,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,EVS,6
21150725101,Govt UPS Jharkilinda,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,English,9
21150725101,Govt UPS Jharkilinda,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,Maths,8
21150725101,Govt UPS Jharkilinda,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,Odia,8
21150725201,Govt PS Khandabeda,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,EVS,7
21150725201,Govt PS Khandabeda,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,English,6
21150725201,Govt PS Khandabeda,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,Maths,5
21150725201,Govt PS Khandabeda,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,Odia,9
21150725401,Govt UPS Panihara,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,EVS,6
21150725401,Govt UPS Panihara,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,English,9
21150725401,Govt UPS Panihara,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,Maths,8
21150725401,Govt UPS Panihara,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,Odia,9
21150725401,Govt UPS Panihara,Palalahada,"LNGHS, Sankhamur",Rural,Grade 8,English,9
21150725401,Govt UPS Panihara,Palalahada,"LNGHS, Sankhamur",Rural,Grade 8,Maths,6
21150725401,Govt UPS Panihara,Palalahada,"LNGHS, Sankhamur",Rural,Grade 8,Odia,5
21150725401,Govt UPS Panihara,Palalahada,"LNGHS, Sankhamur",Rural,Grade 8,SST,8
21150725401,Govt UPS Panihara,Palalahada,"LNGHS, Sankhamur",Rural,Grade 8,Science,8
21150725801,Govt UPS Ranja,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,EVS,5
21150725801,Govt UPS Ranja,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,English,8
21150725801,Govt UPS Ranja,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,Maths,6
21150725801,Govt UPS Ranja,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,Odia,6
21150725801,Govt UPS Ranja,Palalahada,"LNGHS, Sankhamur",Rural,Grade 8,English,5
21150725801,Govt UPS Ranja,Palalahada,"LNGHS, Sankhamur",Rural,Grade 8,Maths,7
21150725801,Govt UPS Ranja,Palalahada,"LNGHS, Sankhamur",Rural,Grade 8,Odia,8
21150725801,Govt UPS Ranja,Palalahada,"LNGHS, Sankhamur",Rural,Grade 8,SST,5
21150725801,Govt UPS Ranja,Palalahada,"LNGHS, Sankhamur",Rural,Grade 8,Science,3
21150725802,Govt UPS Ranjankolhasahi,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,EVS,6
21150725802,Govt UPS Ranjankolhasahi,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,English,4
21150725802,Govt UPS Ranjankolhasahi,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,Maths,4
21150725802,Govt UPS Ranjankolhasahi,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,Odia,7
21150725901,"LNGHS, SANKHAMUR",Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,EVS,8
21150725901,"LNGHS, SANKHAMUR",Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,English,6
21150725901,"LNGHS, SANKHAMUR",Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,Maths,8
21150725901,"LNGHS, SANKHAMUR",Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,Odia,7
21150725901,"LNGHS, SANKHAMUR",Palalahada,"LNGHS, Sankhamur",Rural,Grade 8,English,8
21150725901,"LNGHS, SANKHAMUR",Palalahada,"LNGHS, Sankhamur",Rural,Grade 8,Maths,7
21150725901,"LNGHS, SANKHAMUR",Palalahada,"LNGHS, Sankhamur",Rural,Grade 8,Odia,7
21150725901,"LNGHS, SANKHAMUR",Palalahada,"LNGHS, Sankhamur",Rural,Grade 8,SST,7
21150725901,"LNGHS, SANKHAMUR",Palalahada,"LNGHS, Sankhamur",Rural,Grade 8,Science,6
21150725902,Govt PS Sankhamur,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,EVS,7
21150725902,Govt PS Sankhamur,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,English,7
21150725902,Govt PS Sankhamur,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,Maths,7
21150725902,Govt PS Sankhamur,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,Odia,8
21150725904,Govt PS Patamura,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,EVS,6
21150725904,Govt PS Patamura,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,English,6
21150725904,Govt PS Patamura,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,Maths,6
21150725904,Govt PS Patamura,Palalahada,"LNGHS, Sankhamur",Rural,Grade 5,Odia,7
21150726201,KAMPARKALA A.S,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 5,EVS,6
21150726201,KAMPARKALA A.S,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 5,English,9
21150726201,KAMPARKALA A.S,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 5,Maths,8
21150726201,KAMPARKALA A.S,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 5,Odia,8
21150726201,KAMPARKALA A.S,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 8,English,8
21150726201,KAMPARKALA A.S,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 8,Maths,6
21150726201,KAMPARKALA A.S,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 8,Odia,7
21150726201,KAMPARKALA A.S,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 8,SST,6
21150726201,KAMPARKALA A.S,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 8,Science,5
21150726301,GOVT PS KARADAPAL,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 5,EVS,7
21150726301,GOVT PS KARADAPAL,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 5,English,4
21150726301,GOVT PS KARADAPAL,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 5,Maths,5
21150726301,GOVT PS KARADAPAL,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 5,Odia,8
21150726401,GOVT UPS KOLIPAL,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 5,EVS,6
21150726401,GOVT UPS KOLIPAL,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 5,English,7
21150726401,GOVT UPS KOLIPAL,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 5,Maths,7
21150726401,GOVT UPS KOLIPAL,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 5,Odia,9
21150726401,GOVT UPS KOLIPAL,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 8,English,7
21150726401,GOVT UPS KOLIPAL,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 8,Maths,6
21150726401,GOVT UPS KOLIPAL,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 8,Odia,9
21150726401,GOVT UPS KOLIPAL,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 8,SST,6
21150726401,GOVT UPS KOLIPAL,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 8,Science,7
21150726601,NAIKANIPALI A.S,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 5,EVS,9
21150726601,NAIKANIPALI A.S,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 5,English,7
21150726601,NAIKANIPALI A.S,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 5,Maths,6
21150726601,NAIKANIPALI A.S,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 5,Odia,8
21150726601,NAIKANIPALI A.S,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 8,English,7
21150726601,NAIKANIPALI A.S,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 8,Maths,8
21150726601,NAIKANIPALI A.S,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 8,Odia,8
21150726601,NAIKANIPALI A.S,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 8,SST,7
21150726601,NAIKANIPALI A.S,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 8,Science,8
21150726701,GOVT PS NANDINIPALI,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 5,EVS,6
21150726701,GOVT PS NANDINIPALI,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 5,English,6
21150726701,GOVT PS NANDINIPALI,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 5,Maths,7
21150726701,GOVT PS NANDINIPALI,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 5,Odia,6
21150726702,GOVT UGHS SEEGARH,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 5,EVS,10
21150726702,GOVT UGHS SEEGARH,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 5,English,8
21150726702,GOVT UGHS SEEGARH,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 5,Maths,8
21150726702,GOVT UGHS SEEGARH,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 5,Odia,9
21150726702,GOVT UGHS SEEGARH,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 8,English,6
21150726702,GOVT UGHS SEEGARH,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 8,Maths,7
21150726702,GOVT UGHS SEEGARH,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 8,Odia,6
21150726702,GOVT UGHS SEEGARH,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 8,SST,8
21150726702,GOVT UGHS SEEGARH,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 8,Science,5
21150726801,GOVT PS TIMI,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 5,EVS,5
21150726801,GOVT PS TIMI,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 5,English,8
21150726801,GOVT PS TIMI,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 5,Maths,5
21150726801,GOVT PS TIMI,Palalahada,GOVT.UGHS SEEGARH,Rural,Grade 5,Odia,5
21150727201,GOVT PS BALIM,Palalahada,BATISUAN,Rural,Grade 5,EVS,9
21150727201,GOVT PS BALIM,Palalahada,BATISUAN,Rural,Grade 5,English,7
21150727201,GOVT PS BALIM,Palalahada,BATISUAN,Rural,Grade 5,Maths,7
21150727201,GOVT PS BALIM,Palalahada,BATISUAN,Rural,Grade 5,Odia,5
21150800101,BADAJORADA NUPS,Talachera,BADAJORADA NUPS,Rural,Grade 5,EVS,5
21150800101,BADAJORADA NUPS,Talachera,BADAJORADA NUPS,Rural,Grade 5,English,7
21150800101,BADAJORADA NUPS,Talachera,BADAJORADA NUPS,Rural,Grade 5,Maths,9
21150800101,BADAJORADA NUPS,Talachera,BADAJORADA NUPS,Rural,Grade 5,Odia,5
21150800101,BADAJORADA NUPS,Talachera,BADAJORADA NUPS,Rural,Grade 8,English,5
21150800101,BADAJORADA NUPS,Talachera,BADAJORADA NUPS,Rural,Grade 8,Maths,8
21150800101,BADAJORADA NUPS,Talachera,BADAJORADA NUPS,Rural,Grade 8,Odia,6
21150800101,BADAJORADA NUPS,Talachera,BADAJORADA NUPS,Rural,Grade 8,SST,8
21150800101,BADAJORADA NUPS,Talachera,BADAJORADA NUPS,Rural,Grade 8,Science,6
21150800201,Badasinghada UPS,Talachera,BADAJORADA NUPS,Rural,Grade 5,EVS,8
21150800201,Badasinghada UPS,Talachera,BADAJORADA NUPS,Rural,Grade 5,English,7
21150800201,Badasinghada UPS,Talachera,BADAJORADA NUPS,Rural,Grade 5,Maths,6
21150800201,Badasinghada UPS,Talachera,BADAJORADA NUPS,Rural,Grade 5,Odia,7
21150800252,BHARATPUR HS,Talachera,BADAJORADA NUPS,Rural,Grade 8,English,7
21150800252,BHARATPUR HS,Talachera,BADAJORADA NUPS,Rural,Grade 8,Maths,7
21150800252,BHARATPUR HS,Talachera,BADAJORADA NUPS,Rural,Grade 8,Odia,5
21150800252,BHARATPUR HS,Talachera,BADAJORADA NUPS,Rural,Grade 8,SST,6
21150800252,BHARATPUR HS,Talachera,BADAJORADA NUPS,Rural,Grade 8,Science,7
21150801201,BALHAR PS,Talachera,Sri Jagannath NHS,Rural,Grade 5,EVS,8
21150801201,BALHAR PS,Talachera,Sri Jagannath NHS,Rural,Grade 5,English,9
21150801201,BALHAR PS,Talachera,Sri Jagannath NHS,Rural,Grade 5,Maths,9
21150801201,BALHAR PS,Talachera,Sri Jagannath NHS,Rural,Grade 5,Odia,9
21150801301,BANGU PUPS,Talachera,Sri Jagannath NHS,Rural,Grade 5,EVS,9
21150801301,BANGU PUPS,Talachera,Sri Jagannath NHS,Rural,Grade 5,English,9
21150801301,BANGU PUPS,Talachera,Sri Jagannath NHS,Rural,Grade 5,Maths,9
21150801301,BANGU PUPS,Talachera,Sri Jagannath NHS,Rural,Grade 5,Odia,9
21150801401,Tarun Nodal UPS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Rural,Grade 5,EVS,6
21150801401,Tarun Nodal UPS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Rural,Grade 5,English,4
21150801401,Tarun Nodal UPS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Rural,Grade 5,Maths,4
21150801401,Tarun Nodal UPS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Rural,Grade 5,Odia,6
21150801401,Tarun Nodal UPS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Rural,Grade 8,English,7
21150801401,Tarun Nodal UPS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Rural,Grade 8,Maths,4
21150801401,Tarun Nodal UPS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Rural,Grade 8,Odia,4
21150801401,Tarun Nodal UPS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Rural,Grade 8,SST,7
21150801401,Tarun Nodal UPS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Rural,Grade 8,Science,6
21150801701,KUKUDULA HS,Talachera,Sri Jagannath NHS,Rural,Grade 8,English,6
21150801701,KUKUDULA HS,Talachera,Sri Jagannath NHS,Rural,Grade 8,Maths,7
21150801701,KUKUDULA HS,Talachera,Sri Jagannath NHS,Rural,Grade 8,Odia,6
21150801701,KUKUDULA HS,Talachera,Sri Jagannath NHS,Rural,Grade 8,SST,7
21150801701,KUKUDULA HS,Talachera,Sri Jagannath NHS,Rural,Grade 8,Science,8
21150801702,KUKUDULA UPS,Talachera,Sri Jagannath NHS,Rural,Grade 5,EVS,8
21150801702,KUKUDULA UPS,Talachera,Sri Jagannath NHS,Rural,Grade 5,English,8
21150801702,KUKUDULA UPS,Talachera,Sri Jagannath NHS,Rural,Grade 5,Maths,9
21150801702,KUKUDULA UPS,Talachera,Sri Jagannath NHS,Rural,Grade 5,Odia,7
21150802101,Belpada PS,Talachera,Brajanathpur UPS,Rural,Grade 5,EVS,6
21150802101,Belpada PS,Talachera,Brajanathpur UPS,Rural,Grade 5,English,8
21150802101,Belpada PS,Talachera,Brajanathpur UPS,Rural,Grade 5,Maths,8
21150802101,Belpada PS,Talachera,Brajanathpur UPS,Rural,Grade 5,Odia,7
21150802301,Brajanathpur UPS,Talachera,Brajanathpur UPS,Rural,Grade 5,EVS,5
21150802301,Brajanathpur UPS,Talachera,Brajanathpur UPS,Rural,Grade 5,English,4
21150802301,Brajanathpur UPS,Talachera,Brajanathpur UPS,Rural,Grade 5,Maths,6
21150802301,Brajanathpur UPS,Talachera,Brajanathpur UPS,Rural,Grade 5,Odia,6
21150802301,Brajanathpur UPS,Talachera,Brajanathpur UPS,Rural,Grade 8,English,7
21150802301,Brajanathpur UPS,Talachera,Brajanathpur UPS,Rural,Grade 8,Maths,6
21150802301,Brajanathpur UPS,Talachera,Brajanathpur UPS,Rural,Grade 8,Odia,5
21150802301,Brajanathpur UPS,Talachera,Brajanathpur UPS,Rural,Grade 8,SST,7
21150802301,Brajanathpur UPS,Talachera,Brajanathpur UPS,Rural,Grade 8,Science,5
21150802701,Luhundi PS,Talachera,Brajanathpur UPS,Rural,Grade 5,EVS,6
21150802701,Luhundi PS,Talachera,Brajanathpur UPS,Rural,Grade 5,English,4
21150802701,Luhundi PS,Talachera,Brajanathpur UPS,Rural,Grade 5,Maths,4
21150802701,Luhundi PS,Talachera,Brajanathpur UPS,Rural,Grade 5,Odia,6
